"","lat","long"
"107679",22.85,113.63
"107685",30.02,120.81
"107696",36.44,114.67
"107700",22.19,111.76
"107703",25.27,118.88
"107708",31.05,121.37
"107715",30.61,103.86
"107718",30.78,103.99
"107749",36.78,116.76
"107761",35.12,118.5
"107763",31.61,119.07
"107782",37.19,112.17
"107790",27.2,109.82
"107807",34.5,109.44
"107816",30.12,121.45
"107823",44.56,120.88
"107829",35.41,119.49
"107830",30.73,120.68
"107831",30.61,103.92
"107832",27.69,113.54
"107837",29.09,119.64
"107838",30.72,104.08
"107867",36.49,118.52
"107872",35.81,118.67
"107873",34.5,108.69
"107899",31.29,121.12
"107902",26.08,119.24
"107919",39.92,116.41
"107921",24.79,116.91
"107931",39.72,117.29
"107940",26,119.62
"107953",30.65,111.39
"107962",27.91,110.6
"107969",24.76,114.54
"107983",27.25,111.51
"107987",32.27,121.29
"107988",31.31,120.95
"107993",30.56,103.9
"107998",24.95,102.83
"108011",30.43,120.3
"108021",35.4,116.95
"108029",33.63,119.02
"108032",43.79,126.57
"108039",39.69,122.96
"108049",31.81,119.94
"108066",31.82,120.64
"108068",39.74,116.34
"108076",30.4,104.54
"108106",31.66,116.91
"108116",32.86,117.56
"108143",24.96,118.53
"108144",43.69,128.01
"108146",29.32,106.25
"108155",34.51,113.81
"108161",36.37,119.77
"108170",40.11,113.36
"108171",36.17,120.4
"108173",25.04,117.04
"108184",23.73,114.69
"108189",28.04,120.89
"108191",37.35,109.89
"108197",36.46,116.05
"108239",25.28,117.42
"108242",39.67,118.12
"108248",34.75,113.64
"108254",33.79,119.79
"108285",35.89,120.06
"108288",31.76,104.72
"108289",23.05,113.48
"108290",37.82,112.53
"108294",36.8,118.37
"108309",41.24,86.23
"108311",25.09,114.94
"108313",25.1,114.93
"108330",29.57,106.6
"108331",35.37,119.54
"108351",31.13,121.45
"108357",38.03,114.53
"108378",43.29,126.02
"108384",30.86,120.12
"108392",22.65,113.24
"108398",39.97,116.76
"108413",34.71,119.35
"108419",45.92,125.36
"108432",22.66,114.25
"108433",37.23,117.5
"108435",35.86,119.98
"108436",41.78,123.43
"108446",28.61,115.79
"108453",37.81,120.77
"108515",30.83,106.08
"108522",34.87,113.76
"108530",30.6,120.08
"108547",45.37,126.35
"108554",31.49,120.62
"108579",40,119.85
"108580",45.7,126.62
"108588",45.18,122.62
"108592",22.39,113.54
"108597",35.82,113.05
"108598",45.57,126.65
"108608",31.42,121.34
"108639",29.59,106.23
"108640",30.8,120.74
"108649",32.17,119.74
"108666",40.76,118.16
"108668",36.71,119.18
"108674",26.82,112.63
"108696",35.6,115.33
"108716",31.17,120.29
"108763",30.85,103.65
"108806",29.52,106.47
"108808",30.37,105.51
"108835",30.74,120.82
"108840",33.62,116.96
"108852",45.11,124.81
"108860",34.83,114.81
"108861",35.92,117.75
"108865",39.98,117.08
"108868",31.39,120.98
"108874",49.17,119.74
"108877",29.88,121.6
"108886",32.21,118.74
"108891",31.93,121.32
"108909",40.66,109.83
"108925",22.83,110.62
"108959",28.23,114.72
"108972",26.06,119.35
"108994",34.49,117.06
"109022",37.2,112.16
"109026",30.1,103.83
"109029",30.65,104.16
"109032",23.01,113.72
"109035",29.12,110.48
"109037",32.63,117.08
"109085",22.25,113.53
"109094",26.03,104.82
"109122",23.5,115.96
"109131",27.56,120.53
"109137",36.18,117.11
"109139",47.24,132.02
"109147",38.02,110.49
"109150",22.82,108.31
"109163",28.67,121.46
"109166",23.49,113.06
"109167",31.12,121.41
"109168",32.86,118.94
"109169",32.88,118.94
"109170",31.76,119.91
"109172",37.45,118.51
"109185",29.5,120.88
"109189",32.64,119.46
"109191",32.39,119.44
"109197",24.68,113.6
"109217",34.57,113.86
"109222",32.39,120.58
"109231",0.85,0.83
"109236",34.62,116.81
"109237",30.52,116.07
"109252",37.08,115.31
"109261",30.65,111.35
"109266",40.12,113.6
"109274",18.29,109.39
"109275",30.27,119.91
"109281",40.01,118.71
"109283",29.9,121.86
"109295",24.73,118.64
"109296",28.2,112.96
"109297",31.99,119.67
"109299",28.21,112.88
"109301",29.5,106.51
"109315",23.05,113.35
"109325",39.95,116.54
"109328",28.29,112.56
"109329",40.61,115.08
"109330",32.01,118.84
"109343",36.86,117.73
"109344",22.8,113.83
"109348",36.11,120.54
"109376",29.74,120.58
"109377",37.93,112.57
"109381",38.69,112.59
"109389",39.8,116.33
"109394",23.38,116.69
"109401",30.71,105.21
"109426",40.22,122.11
"109430",28.01,120.7
"109432",46.22,125.16
"109440",34.78,117.24
"109457",22.82,113.57
"109472",38.46,106.24
"109484",35.77,116.79
"109489",30.93,117.82
"109499",22.55,113.98
"109537",28.9,118.9
"109541",39.17,121.75
"109550",20.03,110.37
"109574",31.68,108.66
"109592",27.64,113.73
"109598",30.67,120.51
"109612",34.13,118.76
"109614",27.24,111.4
"109616",26.64,112.37
"109619",26.6,112.32
"109631",27.77,111.98
"109633",35.38,116.97
"109636",31.2,115.8
"109638",29.54,106.57
"109648",38.35,117.24
"109654",27.55,112.07
"109678",22.67,113.25
"109681",27.11,120.23
"109694",30.15,120.03
"109708",25.24,100.31
"109714",33.89,115.78
"109768",33.27,114.27
"109770",31.53,118
"109773",36.73,119.15
"109786",34.2,108.93
"109787",43.8,87.54
"109790",31.99,118.87
"109792",31.81,119.93
"109794",35.47,112.85
"109801",30.98,120.65
"109814",36.75,114.85
"109835",19.53,110.68
"109855",23.78,109.19
"109862",35.83,115.43
"109864",39.26,117.8
"109873",28.28,112.92
"109877",31.65,113.82
"109879",38.95,115.47
"109892",30.94,103.82
"109893",31.44,118.36
"109894",31.44,118.31
"109909",27.12,114.97
"109917",40.24,117.25
"109925",31.62,120.08
"109928",22.96,113.33
"109935",34.29,108.93
"109950",34.81,113.59
"109952",31.79,104.76
"109953",23.57,116.43
"109966",26.58,107.99
"109969",40.15,116.17
"109977",45.6,126.62
"109984",23.4,113.24
"110003",39.91,116.67
"110007",28.23,113.11
"110012",22.63,114.15
"110022",23.12,113.23
"110026",30.58,103.9
"110027",27.83,114.38
"110037",28.1,113
"110041",40.85,111.82
"110042",34.15,108.85
"110043",39.01,121.62
"110045",37.65,112.54
"110056",34.79,113.69
"110060",33.77,113.17
"110061",32.36,118.84
"110065",24.47,117.7
"110067",32.1,118.79
"110069",27.57,110.01
"110106",40.02,113.22
"110116",27.57,103.89
"110122",37.32,121.31
"110126",29.85,107.08
"110134",35.15,115.25
"110139",30.65,120.58
"110140",1.15,1.03
"110146",27.99,120.66
"110159",22.68,113.97
"110161",22.69,113.95
"110172",26.49,106.73
"110174",22.64,112.91
"110179",35.03,119.3
"110188",28.9,105.45
"110190",35.39,113.76
"110195",45.86,126.41
"110213",45.19,124.81
"110218",28.09,113.5
"110221",37.84,112.5
"110227",39.78,118.51
"110231",26.39,106.64
"110248",36.45,114.69
"110262",29.54,114.04
"110274",34.85,116.94
"110280",40.13,116.6
"110342",23.09,113.64
"110348",22.8,113.7
"110351",26.07,119.24
"110353",36.73,117.09
"110354",22.61,113.07
"110363",35.1,119.33
"110385",28.85,113.78
"110398",25.81,114.92
"110400",35.07,117.16
"110402",27.96,113.36
"110404",34.48,113.77
"110407",30.82,104.02
"110420",30.29,112.31
"110437",29.71,107.4
"110443",22.26,113.47
"110445",36.2,118.18
"110456",22.86,108.34
"110457",31.23,121.38
"110467",22.55,113.23
"110491",45.75,127.5
"110497",30.89,104.27
"110510",32.1,112.11
"110523",40.09,116.81
"110528",31.89,117.48
"110545",38.17,114.56
"110548",22.91,110.86
"110570",38.75,115.95
"110572",29.39,106.5
"110573",6.01,80.25
"110579",30.06,120.51
"110584",23.07,114.39
"110603",30.73,121.31
"110635",40.64,109.85
"110636",23.37,113.28
"110660",46.6,125.11
"110662",26.55,112.85
"110668",36.16,117.1
"110677",31.35,120.89
"110690",40.06,116.58
"110692",22.82,113.04
"110700",36.04,103.85
"110706",31.22,121.43
"110714",22.95,113.11
"110724",37.6,114.46
"110754",33.06,112.93
"110772",29.86,114.34
"110775",31.51,120.43
"110776",33.97,118.34
"110798",28.25,121.29
"110812",22.63,113.85
"110817",45.72,126.7
"110829",32.36,112.46
"110838",-0.32,-0.17
"110847",30.17,120.08
"110866",39.89,116.42
"110870",31.48,104.69
"110883",27.76,111.25
"110895",39.89,117.72
"110922",40.09,116.28
"110927",40.33,116.62
"110930",23.83,108.59
"110931",32.56,114.99
"110932",18.79,109.51
"110940",37.17,114.65
"110944",34.65,112.47
"110964",22.49,114.53
"110973",29.99,119.91
"110976",26.12,119.31
"110983",39.77,98.26
"110995",24.34,109.38
"111017",23.9,100.1
"111034",28.21,112.99
"111045",36.09,117.79
"111048",46.7,131.44
"111056",37.78,107.4
"111061",39.38,117.06
"111063",35.07,116.33
"111072",22.84,113.25
"111078",29.21,103.94
"111079",31.34,118.38
"111081",40.75,120.86
"111104",37.82,112.49
"111122",28.85,115.54
"111126",39.19,116.56
"111133",0.93,0.56
"111176",27.77,112.01
"111194",29.3,120.09
"111200",30.7,105.23
"111234",29.36,104.72
"111241",32.18,115.65
"111254",24.69,118.22
"111255",35.88,104.15
"111256",37.52,114.8
"111270",27.92,110.58
"111274",34.17,108.84
"111284",39.21,116.82
"111294",40.02,116.43
"111318",40.62,115.04
"111333",29.82,106.43
"111367",31.12,121.56
"111368",30.28,119.98
"111376",25.26,119.05
"111380",36.97,120.72
"111420",31.93,118.93
"111427",37.77,112.54
"111433",26.05,106.41
"111449",28.99,111.62
"111451",38.09,113.42
"111460",28.76,104.62
"111482",39.89,116.27
"111502",24.32,116.12
"111503",30.53,111.42
"111507",41.29,123.26
"111515",38.46,116.73
"111525",31.17,121.26
"111528",39.67,116.32
"111544",31.97,117.27
"111558",30.98,103.6
"111570",31.37,117
"111580",33.46,118.23
"111582",29.06,106.12
"111595",26.26,105.95
"111600",38.9,115.5
"111612",34.3,107.26
"111620",38.17,115.17
"111624",26.85,100.22
"111630",20.07,110.36
"111644",31.09,121.23
"111650",40.3,116.13
"111657",45.58,126.63
"111660",30.42,108.19
"111666",28.98,118.86
"111679",45.72,126.65
"111686",32.89,117.33
"111688",31.69,120.7
"111697",40.04,117.41
"111707",22.97,114.03
"111720",36.1,120.41
"111721",41.5,122.88
"111724",39.33,115.94
"111744",41.3,121.44
"111771",37.64,116.78
"111780",22.76,114.47
"111833",33.04,115.26
"111847",30.79,111.33
"111848",30.5,105.57
"111849",29.46,103.8
"111857",34.73,113.63
"111859",31.74,117.24
"111875",39.81,110.07
"111878",22.8,112.85
"111891",28.56,112.35
"111903",29.88,115.17
"111909",23.25,116.45
"111919",39,117.03
"111933",29.43,103.96
"111936",44.91,127.16
"111937",40.25,116.34
"111956",34.2,113.72
"111960",24.27,116.14
"111964",41.75,86.16
"111975",29.51,106.47
"111977",30.31,120.27
"112004",22.83,113.31
"112018",37.37,116.47
"112025",27.94,116.31
"112058",39.72,98.5
"112067",30.94,113.57
"112072",23.4,113.65
"112099",31.76,120.41
"112103",22.07,106.74
"112105",30.67,103.83
"112116",41.76,123.3
"112138",30.94,113.55
"112153",27.59,110.06
"112158",22.85,108.4
"112161",30.76,103.99
"112185",29.27,106.19
"112188",30.87,106.19
"112204",40.97,117.62
"112233",34.25,108.97
"112275",31.37,119.86
"112276",31.37,119.87
"112286",29.17,107.1
"112320",22.6,113.99
"112325",43.77,87.62
"112335",23.13,113.42
"112339",31.56,120.25
"112368",38.9,121.58
"112378",39.93,116.34
"112384",41.81,123.54
"112394",40.45,124.05
"112409",39.27,117.79
"112416",21.9,111.94
"112428",39.61,118.19
"112434",31.92,120.07
"112436",35.41,119.53
"112438",22.83,113.96
"112439",31.28,121.26
"112444",36.95,114.34
"112451",29.69,120.16
"112467",34.36,108.7
"112469",30.71,120.77
"112475",41.9,123.41
"112477",39.81,117.63
"112485",35.51,112.87
"112525",31.29,120.61
"112529",34.14,108.88
"112534",29.37,113.11
"112542",30.22,115.08
"112557",31.76,117.19
"112572",37.04,117.22
"112576",31.72,118.36
"112588",40.11,116.32
"112595",34.47,108.71
"112601",27.76,115.4
"112609",23.51,111.31
"112616",23.25,113.3
"112617",45.67,126.61
"112619",22.83,108.39
"112621",36.67,117.96
"112632",23.22,113.65
"112634",32.98,112.53
"112637",23.16,113.32
"112662",29.71,107.39
"112663",33.13,119.08
"112685",30.58,103.75
"112689",22.29,113.43
"112690",34.32,117.14
"112707",22.59,113.2
"112711",40.05,116.34
"112712",36.72,119.05
"112747",39.87,116.51
"112762",31.09,121.41
"112774",28.7,115.87
"112778",39.94,116.57
"112788",39.04,117.67
"112789",31.61,92.39
"112819",22.72,113.83
"112840",25.67,104.25
"112859",30.6,103.96
"112861",24.79,118.57
"112866",30.89,120.23
"112883",31.32,121.17
"112884",35.65,110.71
"112913",25.12,117
"112948",31.25,120.73
"112953",31.14,121.44
"112965",30.45,112.69
"112966",28.17,112.95
"112971",46.7,124.79
"112982",28.18,113.11
"112993",41.14,121.11
"113011",36.68,117.21
"113030",36.64,117.4
"113043",30.77,104.14
"113045",30.61,114.25
"113051",30.16,115.23
"113091",30.6,103.92
"113092",30.79,108.39
"113095",47.89,125.3
"113109",31.88,120.28
"113113",22.36,110.94
"113116",33.62,117.01
"113117",22.24,113.57
"113146",36.81,117.83
"113148",31.05,111.64
"113152",30.08,120.5
"113155",22.57,113.44
"113214",39.68,118.15
"113230",26.21,104.07
"113231",29.09,119.65
"113250",36.71,121.29
"113258",35.77,114.27
"113259",23.1,113.47
"113260",40.8,111.58
"113261",22.81,110.53
"113266",23.05,114.34
"113271",39.95,119.58
"113281",27.17,120.47
"113300",30.85,104.46
"113304",29.67,106.6
"113334",40.01,116.25
"113357",32.09,118.77
"113362",45.23,126.83
"113373",29.64,106.57
"113377",22.82,114.01
"113403",23.11,113.86
"113407",30.32,120.13
"113417",34.77,111.75
"113431",30.18,120.27
"113432",23.42,111.24
"113460",24.51,117.64
"113462",31.08,121.27
"113480",26.66,119.71
"113484",36.05,120.3
"113488",38.07,114.42
"113519",30.58,104.19
"113541",36.67,117.12
"113557",35.52,112.94
"113559",35.49,112.87
"113562",36.03,113.19
"113567",32.98,113.99
"113577",34.8,113.65
"113588",35.99,120.16
"113617",24.27,113.12
"113619",27.25,115.1
"113630",38.97,112.24
"113633",24.96,102.77
"113634",24.82,113.59
"113636",39.11,117.27
"113645",23.77,114.71
"113651",22.9,109.13
"113658",43.92,125.37
"113663",18.22,109.52
"113667",36.52,118.51
"113669",30.77,106.15
"113710",40.07,116.59
"113784",30.21,120.02
"113789",39.08,121.68
"113795",26.56,101.74
"113852",34.73,112.12
"113869",40.07,116.53
"113880",40.13,117.79
"113887",30.89,120.68
"113903",31.25,113.97
"113908",44.23,87.65
"113911",28.33,112.93
"113919",37.89,112.53
"113929",28.16,105.43
"113934",30.42,103.81
"113946",36.34,116.24
"113965",37.11,79.92
"113979",36.87,120.51
"113981",31.46,120.62
"113998",26,105.11
"114016",27.08,107.48
"114034",28.16,113.03
"114035",39.07,117.18
"114078",29.3,120.11
"114083",45.69,126.61
"114093",23.11,113.42
"114110",38.04,114.85
"114114",35.43,113.8
"114123",39.21,112.78
"114128",30.59,104.04
"114136",31.75,120.99
"114137",31.17,103.88
"114139",40.44,117.19
"114140",41.84,123.95
"114148",42.53,123.63
"114152",36.07,120.34
"114208",34,113.15
"114210",22.95,113.69
"114214",31.38,120.94
"114216",39.82,116.19
"114229",22.49,113.94
"114240",27.01,112.57
"114248",39.34,112.63
"114265",36.84,116.19
"114271",28.41,121.32
"114274",31.14,111.67
"114277",31.55,120.41
"114287",24.62,114.61
"114288",38.71,116.15
"114317",38.44,115.03
"114324",29.86,121.51
"114332",22.83,108.31
"114342",39.31,112.78
"114346",39.33,112.72
"114352",40.6,120.75
"114374",30.63,114.19
"114375",22.99,113.28
"114388",31.97,121.08
"114407",28.69,107.41
"114408",28.7,115.91
"114443",34.64,108.92
"114454",36.76,117.31
"114471",40.68,109.91
"114482",30.67,103.89
"114493",30.94,113.97
"114494",37.88,112.57
"114495",31.17,121.8
"114527",25.66,116.73
"114536",28.92,119.83
"114546",36.02,106.3
"114585",30.76,103.92
"114613",37.89,112.57
"114617",32.82,110.73
"114642",30.95,120.87
"114645",37.24,110.55
"114657",36.31,111.8
"114658",34.24,108.86
"114660",42.9,125.16
"114666",42.01,86.43
"114694",32.6,110.79
"114705",26.07,114.09
"114710",36.93,118.97
"114713",25.24,118.03
"114714",31.06,121.43
"114742",22.91,113.82
"114744",39.9,116.39
"114748",29.99,120.58
"114755",29.83,113.47
"114779",23.07,114.44
"114789",36.81,118.05
"114811",32.16,111.82
"114817",24.47,118.17
"114820",26.45,111.57
"114827",38.65,115.73
"114836",38.7,111.55
"114838",41.39,123.4
"114847",21.63,110.24
"114853",30.07,122.16
"114868",30.98,121.2
"114870",35.96,120.86
"114875",39.95,118
"114888",33.29,120.24
"114895",40.83,111.65
"114930",28.7,115.9
"114934",30.26,115.09
"114945",30.16,121.32
"114949",22.6,113.19
"114953",29.42,106.52
"114955",31.83,116.35
"114961",24.71,118.12
"114963",36.16,111.94
"114980",23.1,113.85
"115006",36.21,113.27
"115023",31.22,121.33
"115025",33.38,115.08
"115036",25.49,103.8
"115050",25.25,110.19
"115054",33.79,119.25
"115065",39.04,117.64
"115077",24.62,118.67
"115096",22.73,114.46
"115117",22.68,114.21
"115121",26.76,110.21
"115129",35.2,107.81
"115141",30.62,120.26
"115171",22.72,114.28
"115175",36.19,120.51
"115181",22.09,110.18
"115185",33.48,119.81
"115202",29.97,121.45
"115224",26.91,102.12
"115274",27.72,120.62
"115329",30.14,112.11
"115341",18.31,109.7
"115349",30.56,104.22
"115355",37.14,111.78
"115362",26.67,105.71
"115368",28.14,114.5
"115372",22.99,113.91
"115400",33.59,114.05
"115403",40.26,116.61
"115416",30.17,120.18
"115425",25.4,111.58
"115426",23.02,113.35
"115429",30.27,120.28
"115437",27.58,120.52
"115439",32.97,112.56
"115444",42.77,124.12
"115465",35.79,116.11
"115484",37.32,113.55
"115493",32.06,110.73
"115502",43.84,125.36
"115526",22.65,113.27
"115533",45.99,126.6
"115543",24.48,118.15
"115558",40.79,111.68
"115581",31.04,112.69
"115588",25.29,110.31
"115596",26.57,101.72
"115613",28.56,121.39
"115617",35.78,115.33
"115624",31.14,120.46
"115626",27.54,109.96
"115630",0.46,0.48
"115633",34.53,113.84
"115646",39.25,117.81
"115686",38.87,115.55
"115702",39.94,116.71
"115710",31.88,117.53
"115726",26.87,100.24
"115748",22.6,113.09
"115752",24.74,118.14
"115753",28.67,115.93
"115755",45.72,126.68
"115767",24.08,115.84
"115778",23.86,117.03
"115807",29.34,121.45
"115808",35.27,113.58
"115824",27.4,115.08
"115829",30.49,114.38
"115841",47.19,123.64
"115844",39.51,116.16
"115860",25.43,119.12
"115884",35.43,116.55
"115903",30.59,114.21
"115931",39.83,116.5
"115941",23.39,116.73
"115943",41.74,123.22
"115948",29.33,104.75
"115951",27.82,114.41
"115956",33.44,105.23
"115958",31.37,120.49
"115977",34.62,110.32
"115978",31.38,121.27
"115995",39.04,112.92
"116017",36.27,120.4
"116018",28.25,112.79
"116026",27.87,113.18
"116027",38.9,115.44
"116033",24.87,116.22
"116053",28.88,121.19
"116068",34.86,113.64
"116079",39.81,116.33
"116106",45.77,126.64
"116112",34.81,114.68
"116114",23.15,112.9
"116120",24.16,102.37
"116138",30.72,111.27
"116159",38.41,116.79
"116170",32.31,121.17
"116174",36.62,101.77
"116176",29.55,120.82
"116204",24.89,118.46
"116208",31.11,104.18
"116213",27.75,107.44
"116222",31.12,104.42
"116223",22.58,113.96
"116235",36.72,119.35
"116243",36.02,120.16
"116247",24.07,115.82
"116262",27.86,120.78
"116276",23.08,113.81
"116296",36.51,118.51
"116305",30.75,114.56
"116310",24.77,118.63
"116326",30.7,103.91
"116343",23.39,113.23
"116359",28.5,121.37
"116374",22.59,113.91
"116380",30.04,115.12
"116385",33.25,104.24
"116399",28.22,121.02
"116407",31.12,121.49
"116415",26.6,106.7
"116416",28.22,116.6
"116422",29.7,120.25
"116425",40.04,116.39
"116427",41.07,122.95
"116428",34.72,113.62
"116432",34.85,111.94
"116437",25.79,113.09
"116441",31.92,120.26
"116452",36.49,111.72
"116459",30.03,119.99
"116472",30.44,116.55
"116476",28.57,112.38
"116484",39.69,118.14
"116497",41.28,123.79
"116505",23.46,116.68
"116508",31.75,118.69
"116533",22.65,114.07
"116535",43.53,125.67
"116557",39.95,119.6
"116560",24.06,115.19
"116569",23,113.27
"116595",39.11,121.71
"116603",42.35,123.9
"116622",34.76,113.77
"116626",31.11,121.26
"116634",27.73,118.01
"116638",35.48,110.46
"116642",45.55,126.98
"116654",31.4,106.24
"116660",31.61,119.19
"116664",24.31,116.08
"116665",31.43,121.41
"116673",35.41,116.57
"116679",22.91,113.37
"116680",33.69,118.66
"116687",30.8,103.86
"116688",42.05,121.66
"116698",22.63,108.17
"116705",34.64,109.08
"116706",39.06,118.46
"116729",33.72,113.37
"116789",36.67,117.71
"116817",32.22,120.97
"116830",23.31,116.17
"116852",33.33,120.2
"116853",22.89,108.43
"116867",31.14,121.43
"116877",37.87,116.16
"116882",39.02,117.73
"116899",36.35,112.99
"116921",39.45,116.28
"116932",30.54,114.3
"116933",31.24,121.67
"116944",29.58,106.52
"116947",31.83,119.92
"116963",34.34,108.72
"116970",36.1,114.36
"116974",23.07,113.98
"117034",33.65,119.07
"117036",32.53,112.37
"117039",23.89,106.61
"117045",34.24,108.92
"117061",23.29,113.81
"117063",30.02,121.19
"117068",29.5,106.29
"117104",33.87,109.95
"117131",31.31,121.09
"117136",41.1,121.13
"117150",31.33,104.23
"117152",31.85,117.15
"117163",35.21,106.05
"117169",40.14,124.39
"117174",22.79,114.05
"117203",29.6,106.29
"117235",36.83,103.21
"117255",31.37,119.88
"117266",21.92,112.04
"117268",30.73,111.31
"117270",21.61,110.28
"117291",38.02,114.83
"117297",32.99,107.82
"117305",36.2,117.18
"117310",39.96,107.16
"117311",28.34,115.95
"117313",31.34,120.77
"117325",30.55,104.14
"117329",40.19,116.27
"117350",34.06,108.64
"117358",37.32,122.13
"117368",27.54,120.55
"117377",28.72,115.93
"117389",30.15,116.14
"117402",43.07,116.78
"117426",33.9,117.95
"117437",31.15,121.4
"117477",39.92,112.88
"117514",22.73,113.13
"117517",23.07,113.16
"117542",33.93,116.92
"117552",31.15,121.11
"117563",30.99,103.94
"117568",31.45,121.31
"117581",30.77,116.79
"117587",18.78,98.96
"117602",22.82,113.84
"117617",30.61,109.71
"117631",23.45,113.43
"117660",37.23,114.23
"117666",28.46,117.91
"117668",32.3,108.64
"117669",34.75,109.18
"117671",22.97,114.22
"117675",31.15,118.41
"117678",37.43,116.35
"117685",22.2,114.17
"117690",36.59,101.82
"117696",35.05,113.96
"117700",31.32,121.52
"117710",43.97,81.25
"117743",25.86,116.04
"117757",36.33,120.34
"117764",34.69,115.07
"117767",34.71,115.05
"117768",37.6,112.26
"117778",28.46,115.5
"117789",25.34,110.31
"117815",23.09,113.33
"117817",35.2,113.6
"117833",36.31,120.37
"117834",28.7,115.79
"117863",31.32,121.49
"117864",39.98,116.42
"117872",25.23,102.97
"117878",37.34,122.11
"117882",50.25,127.5
"117884",22.97,113.44
"117887",39.84,116.2
"117893",30.91,104.02
"117902",31,104.4
"117927",22.84,108.25
"117938",34.87,111.17
"117961",35.61,111.34
"117982",24.68,108.04
"118049",41.11,122.08
"118053",30.26,119.72
"118055",36.09,111.47
"118068",32.35,111.97
"118070",22.96,114.69
"118110",34.25,105.55
"118116",31.18,121.43
"118123",36.79,116.02
"118132",34.23,108.99
"118161",36.2,116.81
"118184",20.02,110.28
"118203",36.83,112.91
"118222",29.39,113.14
"118266",23.13,114.98
"118280",23.18,114.27
"118307",46.33,131.18
"118324",22.92,113.33
"118342",40.66,109.9
"118374",34.67,113.62
"118394",39.1,117.27
"118397",33.27,107.25
"118429",37.79,112.5
"118432",23.48,116.27
"118450",25.02,118.79
"118464",25.55,102.46
"118481",31.9,118.84
"118482",21.61,110.29
"118489",22.78,113.28
"118530",39.91,116.47
"118548",35.36,118.27
"118565",48.75,121.91
"118571",31.61,120.21
"118581",30.07,104.03
"118586",29.27,117.18
"118603",30.59,114.3
"118616",32,118.85
"118617",41.68,123.4
"118619",25.69,114.78
"118625",24.26,116.07
"118627",26.05,119.19
"118644",38.01,117.23
"118664",30.11,105.32
"118668",34.41,115.33
"118701",31.75,119.57
"118703",31.47,120.65
"118712",26.79,112.12
"118719",31.29,120.51
"118727",38.47,106.3
"118728",30.62,104.06
"118734",22.5,114.13
"118743",38.04,115.85
"118753",40.81,124.57
"118768",34.77,113.67
"118786",43.92,119.54
"118799",22.8,114.03
"118801",38.27,117.76
"118802",35.61,114.2
"118811",36.52,111.68
"118812",38.04,109.24
"118865",19.97,110.89
"118871",38.95,115.46
"118877",22.42,113.16
"118879",31.69,120.78
"118906",24.82,118.57
"118918",37.17,112.18
"118921",40.05,116.46
"118932",22.92,114.07
"118935",30.46,114.37
"118948",31.69,119.94
"118981",34.89,106.86
"118986",33.59,119.52
"118999",22.77,113.77
"119000",40.77,120.87
"119005",24.88,118.64
"119016",40.06,117.42
"119021",31.22,107.49
"119031",30.47,114.19
"119054",30.87,110.95
"119055",34.7,116.59
"119070",39.38,111.15
"119143",38.83,121.39
"119148",32.4,120.56
"119164",30.74,104.21
"119171",30.73,115.68
"119175",20.05,110.18
"119224",22.52,113.44
"119251",29.96,121.73
"119258",28.64,119.38
"119282",31.26,121.58
"119291",39.55,123.34
"119340",23.24,116.24
"119355",27.77,120.63
"119359",23.63,109.66
"119365",19.99,110.32
"119377",38.03,114.57
"119409",30.65,105.91
"119411",26.08,119.37
"119453",36.65,116.98
"119480",34.54,113.37
"119516",38.17,114.43
"119535",30.15,120.99
"119547",30.75,114.89
"119548",39.87,116.57
"119554",29.86,121.6
"119590",34.78,113.52
"119591",29.83,119.74
"119593",19.35,98.44
"119623",26.46,106.67
"119626",22.21,113.55
"119645",30.59,119.87
"119660",23.58,116.59
"119692",38.91,106.51
"119697",23.07,113.99
"119700",30.55,111.48
"119724",39.94,116.84
"119735",37.48,116.31
"119752",36.74,118.02
"119753",22.81,108.42
"119765",34.4,113.78
"119777",23.24,116.39
"119828",30.04,91.35
"119833",31.28,121.64
"119836",22.37,113.54
"119837",35.54,118.46
"119841",39.41,116.34
"119855",39.11,117.3
"119873",31.28,121.6
"119879",31.22,121.1
"119883",28.9,120.06
"119886",36.79,118.05
"119898",22.55,114.23
"119914",37.98,114.55
"119919",36.1,114.37
"119933",19.26,110.64
"119947",36.63,109.53
"119950",22.83,108.25
"119954",23.56,116.35
"119965",22.62,113.71
"119993",30.78,114.21
"119996",40.65,109.83
"120008",28.2,112.84
"120022",22.53,114.08
"120026",28.86,115.35
"120044",30.51,104.04
"120053",22.16,113.27
"120060",31.15,121.75
"120094",24.71,118.43
"120109",28.38,120.74
"120140",34.2,109.15
"120157",31.83,117.14
"120183",35.4,99.43
"120188",21.49,109.14
"120224",35.07,112.48
"120232",25.11,117.01
"120235",37.72,112.75
"120236",22.54,113.98
"120267",34.72,113.73
"120275",35.5,111.07
"120305",31.4,104.27
"120326",30.66,104
"120333",27.86,112.97
"120340",36.89,101.74
"120343",47.82,88.12
"120354",39.76,115.96
"120368",38.13,114.48
"120417",36.07,114.35
"120418",29.16,110.45
"120479",43.02,124.28
"120482",31.98,118.53
"120507",34.3,108.79
"120508",33.6,116.6
"120523",19.69,110.35
"120532",41.14,123.74
"120534",34.66,112.35
"120540",30.3,103.87
"120547",22.76,113.26
"120552",23.53,116.63
"120566",34.66,112.37
"120603",37.29,122.07
"120637",39.76,98.28
"120662",25.61,110.67
"120683",23.96,116.19
"120684",30.53,120.43
"120695",39,116.74
"120697",22.74,114.25
"120709",39.75,114.27
