"","lat","long"
"14450",38.1,114.7
"14496",28.9,121.1
"14497",27.1,119.5
"14500",30.9,120.2
"14510",19.7,110
"14533",30,106.2
"14540",37.1,112.1
"14547",23.3,116.5
"14553",34.2,118.3
"14561",26.2,104.1
"14566",34.2,108.1
"14567",44.7,123.5
"14589",32,121.2
"14602",36.3,115.7
"14611",39.8,116.6
"14634",29.6,115.9
"14635",37.1,118.1
"14641",36.6,116.9
"14654",36.1,114.5
"14656",32.5,117.7
"14681",28.9,120
"14687",27.1,104.8
"14696",29,120.1
"14699",37.3,116.4
"14708",30.1,116.7
"14712",31.1,105.7
"14722",32.2,120
"14731",31.2,113.7
"14741",37.4,112.3
"14746",32.6,120.3
"14755",30.6,120
"14774",39.8,118.2
"14779",36.8,111.8
"14784",25.1,118.9
"14804",35.6,114.5
"14810",26.7,115.9
"14811",45.6,126.6
"14819",36.2,120.3
"14841",31.1,103.9
"14848",29.9,121.8
"14850",33.1,118.6
"14854",35,113.3
"14860",23.1,113
"14868",25.3,112.6
"14870",41.1,123.2
"14893",33.9,109.7
"14902",30.7,113.9
"14916",21.7,110.6
"14930",29.6,114
"14944",34.8,111.6
"14949",36.3,113.2
"14972",28,112.8
"14988",30.4,103.5
"14991",28.5,121.5
"14995",31.7,120.8
"15017",19.2,110.5
"15019",44.8,126.5
"15024",36,119.4
"15027",37.9,112.1
"15028",43.9,87.4
"15031",31.3,120.8
"15038",24.5,117.4
"15055",1.4,0.9
"15069",37.9,112.4
"15095",33.8,119.9
"15097",30.2,115
"15123",35.4,116.2
"15133",30.7,120.8
"15148",47.3,132
"15153",20.5,109.9
"15171",27.3,105.3
"15177",38.1,117.2
"15188",36.6,103.7
"15189",34.7,110.3
"15190",26.8,112.6
"15207",41.8,124
"15217",39.4,116.1
"15221",40.1,113.1
"15241",28.7,105.3
"15243",23.2,114.5
"15271",31.1,111.6
"15276",37,114.4
"15278",22.6,110.1
"15294",31.8,118.8
"15307",34.8,112.1
"15308",36.9,114.1
"15316",39.1,117.8
"15318",22.9,115.6
"15325",41.7,123.5
"15332",45,124
"15338",22.2,113.8
"15343",31.5,120.5
"15349",33,115.5
"15351",29.4,109.4
"15354",38.7,115
"15357",34,113.9
"15383",46.4,124.9
"15402",37.8,112.4
"15416",31.5,120.2
"15436",28.8,104.4
"15449",40,116
"15488",27.8,102.3
"15493",37.6,117.6
"15495",30.8,121.2
"15498",37.2,111.8
"15510",36.1,118.5
"15512",36.1,114.7
"15516",26.5,119.5
"15517",34.6,112.2
"15532",29,117.1
"15535",28.8,105
"15536",22.3,108.6
"15540",36,120.1
"15546",41.5,123.6
"15551",22.8,114.6
"15596",26.4,112.7
"15615",35.1,112.7
"15635",25.7,114.3
"15643",35.4,115.8
"15644",30.8,114.5
"15666",28,116.4
"15671",29.1,121.4
"15683",30.5,120.7
"15688",46.3,124
"15716",27.5,112.3
"15720",30.4,112.1
"15722",37.5,118.2
"15723",29.6,111.8
"15747",47.6,130.8
"15756",24.2,115.7
"15768",32,121.1
"15769",26.6,104.9
"15783",25.5,119.2
"15793",31.8,119
"15795",30.8,111.8
"15807",39.2,113.3
"15830",35.8,113.9
"15854",29.2,119.5
"15875",31,119.9
"15878",38.9,115.4
"15879",29.6,116
"15889",34.8,111.8
"15905",31.1,108.3
"15906",31,108.3
"15916",22.4,114.2
"15927",37.1,116.4
"15935",32.8,109.4
"15948",31.7,116.5
"15958",30.5,112.5
"15960",40.5,112.5
"15965",36.9,121.5
"15970",40.5,81.3
"16004",25.7,104.4
"16018",20.9,110.5
"16025",28.3,113.4
"16029",31.7,118.1
"16052",26.9,102.1
"16103",24.1,110.6
"16112",26.3,105.3
"16133",21.9,108.6
"16147",28.3,113.1
"16149",30.6,120.7
"16151",34.9,118.6
"16154",47.4,124
"16184",41.9,124.1
"16191",48,122.8
"16201",36.5,115.3
"16209",27.5,110.8
"16222",23.1,105.8
"16224",38.5,115.6
"16234",34.7,114.5
"16242",30,121.7
"16259",30,121.6
"16277",21.7,109.3
"16285",23.3,116.7
"16291",39.5,116
"16297",30.9,114
"16307",36.8,121.3
"16339",41,121.5
"16346",35.8,119.8
"16349",25,115.4
"16360",40.7,111.5
"16381",29.5,104.6
"16391",29.7,107.4
"16393",32.6,120.9
"16422",25.6,102.3
"16451",28.6,116
"16459",31.2,115
"16475",29.7,116.2
"16486",32.9,112.7
"16516",31.8,115.4
"16517",30.3,120.5
"16559",38,115.2
"16576",40.3,116.1
"16577",23.6,113.3
"16595",34.9,118.7
"16605",34.9,117.6
"16616",31,112.2
"16644",30.8,114.9
"16652",36.1,113.2
"16657",38.3,114.9
"16666",28.7,115.7
"16685",35.1,110.8
"16693",39.4,112.5
"16715",27.5,120.6
"16721",25.2,110.2
"16723",31.4,108.9
"16738",28.7,121.4
"16741",35.2,118.3
"16742",32.3,120.6
"16761",31,118
"16769",29.6,111.9
"16771",35.2,113.9
"16774",27.8,118
"16781",42.4,126.2
"16795",41.2,117.8
"16806",41.5,123.7
"16809",42.3,123.6
"16810",42.3,123.5
"16820",29.7,104.5
"16824",36.5,115.5
"16827",35.8,111.7
"16835",30.6,114.9
"16861",29.4,111.6
"16868",33.1,107
"16870",36.5,118.5
"16885",36.2,117.6
"16891",41.1,119.7
"16899",39.8,118.1
"16905",23,114.1
"16906",30.4,112.9
"16910",23,107.7
"16929",40.1,113.4
"16931",32.6,119.7
"16959",41.7,122.1
"16990",34.4,104
"17000",28.2,105.4
"17010",30.8,108.5
"17022",27.7,112.2
"17028",39,117.4
"17033",39.3,106.9
"17038",45.9,126.5
"17049",35.6,119.7
"17050",33,115.6
"17089",40.1,117.8
"17092",22.7,111.6
"17101",31.9,119
"17108",35,109.6
"17113",38.6,116.2
"17136",30.9,120
"17146",25.1,105
"17165",47.7,128.9
"17186",30.5,120.4
"17195",36.1,114.1
"17204",21.8,108.6
"17212",39.2,116
"17219",25.7,101.3
"17225",29.4,106.2
"17227",41.6,121.8
"17228",31.7,112.2
"17229",29,114.6
"17246",34.2,115.4
"17257",34.4,116.4
"17273",28.7,104.6
"17278",34.7,116.1
"17279",38.2,111.8
"17286",38.4,112.9
"17300",35.3,116.4
"17301",37.5,113.1
"17305",35.3,113.5
"17313",21.4,110.8
"17322",34.9,113.7
"17351",40.4,124.1
"17389",45.6,84.8
"17401",0,-180
"17403",28.9,115.9
"17406",43.7,87.5
"17413",34.9,113.6
"17418",30.1,122.1
"17420",31.2,112.5
"17428",29.7,121.6
"17436",31.8,111.3
"17452",27.7,112.5
"17454",34.7,119.2
"17455",30.6,117
"17476",37,114.3
"17496",34.5,118.8
"17505",24.3,109.5
"17522",27.6,115.2
"17524",35.5,118.5
"17536",33.6,113.7
"17542",34.9,109
"17550",30.5,104.2
"17552",30.9,114.3
"17554",24,117.3
"17602",37.5,112.7
"17608",41,118
"17619",32.1,121
"17646",30.8,111
"17655",22.9,113.6
"17665",34.3,109.1
"17674",30.4,103.8
"17679",40.6,114.1
"17697",36.5,109.5
"17700",44.2,129.4
"17715",34.4,108.9
"17731",29.7,105.7
"17746",32.6,116.3
"17758",36.7,119
"17776",36.5,104.2
"17778",28,120.5
"17788",39,106.4
"17793",25.1,119
"17801",21.9,111.7
"17815",30.7,111.2
"17819",26.3,117.6
"17827",28.5,115.4
"17834",35.5,113.3
"17838",27.7,111.7
"17848",31.1,121.1
"17860",28.3,115.4
"17884",40.3,120.3
"17887",29.8,107.3
"17889",23.6,111.3
"17927",29.5,119.6
"17930",29.2,112
"17937",35.6,117.1
"17944",36.6,118.5
"17949",23.2,106.6
"17967",35.1,117.1
"17995",26.1,115.6
"17996",39,117.8
"18008",36.7,113.9
"18012",23.3,107.5
"18030",37.7,115
"18034",27.6,117.3
"18035",28.3,112.6
"18037",30.6,120.3
"18047",35.4,119.6
"18048",32.7,117
"18059",37.3,122.2
"18064",34.8,105.5
"18068",30.6,111.8
"18091",31.6,117.9
"18096",22.9,113.1
"18115",31,113.1
"18124",39.4,116.3
"18139",41.6,113.6
"18161",43.1,92.9
"18167",35,115.2
"18203",30.6,105.2
"18212",29.5,119.3
"18238",26.8,105.4
"18243",34.4,113.8
"18265",33.2,120.4
"18270",37.6,120.5
"18295",32.9,104.7
"18297",35.2,113.6
"18314",35.9,118.7
"18315",29.6,106.7
"18326",26,113.5
"18334",49.6,117.5
"18336",35.6,105.9
"18349",35.8,116.8
"18367",38.9,117.8
"18382",29.4,110.2
"18384",38.5,111.3
"18422",38,117.2
"18424",37.5,112.2
"18430",28.6,115.8
"18432",23.5,113.6
"18441",32.3,112.8
"18446",45.2,127.8
"18452",30.1,116.4
"18465",37.8,120.8
"18475",28.3,120.8
"18482",39.3,115.4
"18493",38.3,114.7
"18495",28.5,112.8
"18506",37.6,114.6
"18519",25.5,100.5
"18527",24.7,112.3
"18528",23.5,113.1
"18534",25,105.8
"18546",34.1,114.1
"18550",33.4,113.4
"18560",37.3,120.4
"18564",23.5,114
"18591",32.2,104.8
"18596",26.7,119.6
"18606",28.9,119.8
"18609",29.7,116.1
"18610",46.9,125.6
"18620",32.5,119.7
"18630",31.8,117.8
"18638",31.7,111.2
"18644",35.4,114.1
"18645",22.7,113
"18661",38.9,117
"18666",43.4,128.6
"18679",23.4,111.3
"18689",30.3,121.2
"18705",33.6,116.9
"18717",25.6,116.6
"18721",33.8,120.3
"18728",35.4,106.4
"18736",36.6,117.3
"18751",25.9,119.3
"18757",29.6,103.5
"18762",37.4,121.4
"18766",36.9,112.8
"18781",28.9,105
"18783",25.3,117.4
"18784",34.2,109.1
"18795",29.5,104.4
"18796",33.8,118.7
"18812",38.2,114
"18828",34.4,117.2
"18830",31.3,114.6
"18832",34.7,112.8
"18835",18.8,108.7
"18845",33.8,115.8
"18846",35.9,120.1
"18863",37.1,122.4
"18868",33.9,110
"18869",36.4,94.9
"18876",27.8,113.6
"18879",25,101.5
"18880",40.6,122.7
"18888",28.9,118.8
"18897",30.9,104.2
"18901",21.9,111.3
"18924",28.4,121.2
"18945",39.7,117.1
"18954",31.7,120.2
"18982",25.5,119.3
"18984",29.5,113.3
"18993",31.9,121
"19018",40.6,108.9
"19057",36.3,113.1
"19068",30.9,117.7
"19113",29.4,112.5
"19129",30.1,121.1
"19134",35,115.9
"19137",26.2,107.5
"19143",37.4,112.1
"19144",24.4,102.5
"19154",24.6,109.5
"19169",40.6,120.8
"19183",35.4,116.1
"19210",32,120.5
"19218",38.4,115.5
"19234",30.4,103.6
"19237",41.2,86.2
"19252",35.2,119.4
"19265",29.5,120.6
"19299",39.8,118.4
"19306",23.2,114
"19312",47.1,129.3
"19315",31.2,108.1
"19332",25,114.9
"19373",25.9,119.6
"19384",25.1,105.5
"19417",32.3,110.1
"19422",26.9,110.5
"19445",35.6,112.5
"19446",26.1,118.8
"19447",30,109.5
"19448",28.7,121.3
"19475",31.6,120.5
"19499",26.3,116.7
"19506",35.1,109.1
"19512",27,100.2
"19547",29.2,120
"19559",34,116.9
"19560",23.8,117.3
"19587",33.2,112.6
"19592",26.7,110.6
"19608",23.4,112.7
"19631",31.8,111.4
"19646",32.2,118.7
"19657",30.8,106.8
"19659",28.2,114.9
"19675",32.6,117.1
"19694",31.6,117.5
"19699",32,114.9
"19709",36.5,111.5
"19726",27.7,120.6
"19738",35.2,113.5
"19741",27,108.7
"19763",34.9,110.5
"19777",25.5,111.8
"19803",21.6,109.1
"19812",30.4,110.9
"19820",33.4,113.6
"19853",38.2,115.5
"19865",41.7,121.1
"19867",23.4,109.9
"19884",32.5,121
"19887",22.7,112.1
"19914",38.6,116.4
"19919",24.4,118.2
"19941",26.5,106.6
"19944",22.7,113.1
"19946",0.3,0.3
"19973",37.1,121.9
"19976",36.8,111.6
"19984",24.9,118.9
"19995",34.6,109.2
"20011",25.1,118.8
"20016",29.3,102.7
"20018",33,119.9
"20031",32.8,119.5
"20040",48,129
"20055",29.5,104.2
"20092",22.5,101.1
"20098",40.4,113.1
"20122",23.4,113.6
"20123",39.4,121.9
"20128",32,117.9
"20129",36.1,115.1
"20153",24.1,115.3
"20171",30.7,117.2
"20179",25.1,117.5
"20186",23.3,116.2
"20189",28.2,113.8
"20209",31.7,119.9
"20235",30.1,115
"20248",36.9,117.5
"20260",33.8,113.8
"20269",40,117.9
"20274",35.3,111.9
"20291",37.9,115.2
"20297",29.3,116.2
"20306",28.4,118.1
"20317",39.8,119.2
"20322",34.3,115.7
"20331",30.4,109.2
"20342",37.2,122.5
"20376",29.9,114.5
"20394",31.2,121
"20399",30.5,114
"20419",38,112.4
"20423",25,118.6
"20424",30.5,103.8
"20446",32.6,120
"20472",34.5,119.2
"20473",29.8,104.8
"20478",22.9,108.5
"20511",28,112.7
"20515",37,114.5
"20516",23.1,109.4
"20519",31.4,118.1
"20520",23.9,116.5
"20524",26.5,106.5
"20537",37.8,120.5
"20545",36.6,115.4
"20580",30,120.3
"20585",31.7,119.8
"20628",40.7,123.9
"20642",27.6,113.9
"20663",30.2,103.6
"20666",32.4,114.3
"20685",30.1,115.9
"20711",41.8,120.8
"20719",21.6,111.6
"20736",41.5,121.7
"20741",23.7,110.4
"20759",30.4,113.1
"20771",27.3,115.1
"20842",25.1,115.7
"20850",35.9,107.2
"20858",32,112
"20859",41.8,126.3
"20873",26.1,113.1
"20877",30.9,107
"20889",44.6,117.6
"20891",49.1,117.7
"20906",29.5,120
"20919",23.7,116.7
"20937",38.4,116.8
"20983",36.8,115.2
"20984",28.2,114.5
"21005",30.8,106.2
"21010",34.6,105.8
"21019",30.6,103.8
"21049",38.2,115
"21054",26.4,110.9
"21056",38.4,116.5
"21058",24.6,117.7
"21060",28.1,107.6
"21067",27.5,112.7
"21101",35.7,116.8
"21107",34.4,107.3
"21110",27.1,119.7
"21125",36.6,111.7
"21126",29.7,115.7
"21149",38.9,116.4
"21169",24.4,114.5
"21197",46.5,125.2
"21234",31,102.8
"21248",23.5,110.8
"21250",23.4,114.8
"21254",25.3,101.5
"21262",34.3,116.2
"21282",21.7,111.2
"21289",38.1,115.9
"21308",35.1,116.9
"21317",32.4,105.9
"21319",26,116.5
"21341",26.4,106.3
"21342",18.7,110.2
"21343",39.4,117.1
"21364",31.9,121.6
"21373",38.8,117.4
"21374",39.8,122.8
"21380",31.1,104
"21400",47.9,88.1
"21407",34.5,108.8
"21422",40,119.9
"21426",22.5,114.5
"21438",32.1,112.1
"21446",39.5,118.7
"21452",36.6,116.3
"21469",30,120.7
"21477",38.5,113
"21479",44.7,130.4
"21482",32.3,119.1
"21512",32.3,118.4
"21532",21.3,110.6
"21536",39.7,118.8
"21559",38.1,113.4
"21564",33.9,116.4
"21576",30.2,119.6
"21583",36.3,111.4
"21584",41.1,121.2
"21621",21.6,110.6
"21623",32.5,117.2
"21636",40,112.7
"21637",39.5,109.7
"21652",35.6,115.2
"21682",44.4,84.9
"21684",0.8,1.3
"21695",36.6,104.2
"21696",45.2,124.9
"21708",31.5,119.4
"21713",35.5,116.9
"21744",30.4,114
"21750",32,121.4
"21760",23.1,114.1
"21771",37.3,118.8
"21816",41.8,123.2
"21825",39.5,113.3
"21846",22.5,107.5
"21895",47.6,126.1
"21927",33.4,114
"21973",37.8,114.2
"21996",28.9,119.9
"22024",35.1,113.5
"22031",37.3,116.5
"22032",36.6,113.7
"22041",31.7,117.3
"22053",34.4,108.8
"22086",42.8,124.1
"22091",37.2,116.8
"22095",19.8,110
"22112",38.6,115.3
"22120",23.2,114.4
"22179",36.4,119.4
"22185",37,115.7
"22219",42.7,129.1
"22238",30.4,106.6
"22240",41.1,122.8
"22245",30.9,119.8
"22269",24.2,116
"22285",34,118.3
"22300",32.7,116.7
"22320",37.9,114.8
"22330",30,121
"22335",29.1,118.4
"22358",39.4,107
"22374",27.1,110.6
"22384",33.2,113
"22403",42.9,126.1
"22417",31.5,121
"22437",22.9,109
"22453",27.3,110.1
"22454",31.9,119.8
"22465",24.9,110
"22484",31.9,118.7
"22495",35,117.1
"22506",34.6,119.1
"22513",21.8,112.2
"22564",31,120.6
"22603",31.3,104.6
"22611",37.6,112.5
"22665",27.9,118.5
"22672",37.4,117.9
"22681",27.5,113.4
"22684",37.4,118.2
"22685",32.6,120.5
"22731",33.6,115.1
"22736",24.4,111.7
"22741",34.8,117.7
"22764",31.6,119.1
"22783",40.4,115.3
"22785",-22.6,17.1
"22786",37.2,120.4
"22792",34.8,110.8
"22812",26.5,114.8
"22830",25.2,118.3
"22837",35.2,113
"22848",38.7,117
"22859",23.6,109.6
"22869",40.6,120.7
"22875",29.3,114.8
"22877",26.4,119.5
"22885",22.2,113.3
"22892",36.9,119.4
"22902",30.2,120.4
"22906",31.8,106.8
"22928",22.8,114.8
"22956",37.2,121.2
"22957",30.6,111.6
"22960",31.2,121.2
"22999",26.7,119.7
"23008",36.6,112.4
"23011",34.1,117.4
"23025",37.1,121.8
"23029",35.9,117.6
"23031",38.3,114
"23038",35,117.4
"23052",43.6,127.8
"23074",26.4,99.4
"23082",24.8,108.2
"23088",33.9,115.5
"23093",39.5,118.1
"23099",38.9,111.8
"23109",37.6,115.9
"23110",31.6,119.2
"23131",37.5,118.3
"23148",28.6,105.7
"23159",30.3,108.9
"23169",44.3,86
"23176",34.3,117.9
"23207",31.5,106.4
"23209",39.6,117.5
"23216",29.5,114.1
"23221",40.1,120
"23223",35.5,106.7
"23241",28.2,112.8
"23243",29.9,107.1
"23245",40.6,122.4
"23299",38.7,115.6
"23317",36.2,113.2
"23319",28.1,108.2
"23353",24.9,114.8
"23360",39.6,118.9
"23368",41.5,82.6
"23379",29.7,103.6
"23388",29.8,103.8
"23389",27.8,111.2
"23406",36,114.8
"23411",33.9,114.8
"23451",33.8,114.8
"23478",34.2,112.9
"23495",0.2,0.4
"23497",38.2,106.6
"23518",32,119.8
"23521",34.3,117.3
"23522",1.4,1.2
"23525",33.2,104.2
"23585",28.9,120.1
"23612",34.5,103.9
"23640",32.1,121.1
"23659",39.9,124.2
"23660",34.4,116.6
"23669",25.4,100.5
"23683",26.6,106.8
"23685",30.8,101.8
"23686",29.9,109.2
"23710",28.8,121.5
"23743",48.9,125.3
"23758",25.3,118.7
"23775",36.8,114.6
"23788",38.6,115.5
"23803",41.1,119.8
"23804",37.3,122.1
"23806",29.3,119.9
"23846",25.6,117.8
"23852",44.2,87.5
"23891",30,103.7
"23922",31.1,120.3
"23924",34.5,118.3
"23937",39.1,118.3
"23941",33.2,120
"23943",24.8,118.8
"23981",36.9,118.8
"24015",24.7,109.3
"24029",27.6,113.7
"24044",28.8,108.8
"24050",38.5,111.1
"24087",32.9,120.8
"24090",22.5,114.2
"24111",31.7,118.6
"24114",21.6,109.2
"24117",28.2,113.5
"24165",31.1,111.4
"24172",38.2,115.4
"24176",24.3,102.5
"24183",33.3,111.5
"24202",36.7,79.9
"24225",23,112.4
"24235",35.6,111.3
"24236",30.7,103.7
"24238",40.1,113.2
"24275",30.1,120.1
"24312",34.8,105
"24315",43.4,123.8
"24328",28.9,108.8
"24333",23.2,108.1
"24345",26.6,104.8
"24352",28.4,120.3
"24355",35.5,117.6
"24392",29.6,121
"24417",29.6,121.8
"24421",39.4,114.7
"24440",39.3,112.5
"24446",39,121.5
"24454",37.4,111.2
"24470",22.9,111.1
"24493",38.3,114.8
"24495",35.5,102
"24507",39.9,117
"24520",26.9,117.2
"24522",21.9,107.6
"24545",42.3,123.8
"24546",1.4,0.8
"24579",29.7,113.9
"24600",31,115.7
"24631",28.4,110.4
"24638",25.4,118.6
"24641",36.5,117.1
"24647",30.1,122.3
"24680",35.3,113.4
"24703",35.2,118.8
"24706",40.2,116.8
"24708",31.1,103.8
"24769",26.3,115.8
"24775",36,117
"24781",35.3,113.2
"24783",38.4,115.9
"24785",31.2,107.3
"24788",38.6,116.8
"24816",30.4,111.4
"24821",34.8,119.3
"24823",24.9,102.9
"24863",30.4,106.3
"24885",39.4,118.1
"24912",30.1,112.2
"24916",32.1,119.4
"24923",37.7,113.5
"24934",24.8,102.2
"24944",32.8,115.1
"24953",35.3,118
"24967",39.2,118.6
"25007",31.1,118.2
"25026",35.1,112.9
"25060",31.2,104.4
"25065",37.4,120.2
"25066",37.1,119
"25076",48.5,128.7
"25083",0.8,1.4
"25087",26,117.3
"25099",32.8,110.7
"25102",30.7,112.2
"25123",32.9,120.4
"25133",39.6,113.2
"25134",36.6,119.1
"25137",23.3,113.2
"25139",21.4,110.2
"25141",30.5,105.5
"25142",34.5,108.9
"25164",22.2,113.6
"25183",32.3,120.7
"25186",27.7,112.3
"25194",36.8,117
"25216",28.4,111.2
"25247",39.8,121.5
"25263",26.9,112.5
"25268",22.8,111.6
"25281",34.5,109.4
"25283",39.4,122.3
"25290",47.3,130.3
"25310",25.2,101.8
"25328",40,98.9
"25343",36.8,119.9
"25362",35.4,112.5
"25371",33.9,112.9
"25373",29.6,111.5
"25387",34.3,107.8
"25449",32.5,119
"25469",30.3,119.5
"25471",34.1,115.2
"25475",31.1,116
"25476",29.5,106.7
"25504",28.2,116
"25515",33.1,107.1
"25540",38.9,-77.3
"25555",29.8,121.7
"25557",35.4,115.5
"25572",39.2,122
"25586",40.1,122.1
"25613",34.3,116.5
"25616",34.9,112.6
"25646",30.5,110.9
"25694",24.8,114.9
"25695",31.4,115.1
"25707",31,104.4
"25736",34.2,114.8
"25766",31.8,107.8
"25777",30.8,120.6
"25780",33.8,116.3
"25797",34.3,108.4
"25833",25.6,119.6
"25839",32.2,121.2
"25840",33.5,115.8
"25853",33.9,119.9
"25857",34.4,113.1
"25859",37.2,117.3
"25870",19.3,109
"25874",31.5,104.6
"25875",34.3,113.6
"25887",31.6,118.8
"25906",33.5,119.2
"25914",21.6,110.1
"25917",20,110.9
"25929",48.9,126.9
"25956",23.6,116.6
"25958",29.4,103.8
"25962",47.1,123
"25981",35.7,116.2
"25988",34.6,113.6
"26015",23.7,103.2
"26022",28.2,120.4
"26024",37.6,115.2
"26037",33.1,118.8
"26042",35.9,119.5
"26043",29.4,102.7
"26046",33.8,111.6
"26050",35.8,108
"26052",28.8,106.8
"26057",32.1,119
"26058",22.7,110.3
"26084",25.4,118.8
"26089",25.2,102.9
"26091",29.9,109
"26098",44,87.7
"26101",43,125.7
"26124",31.2,91.8
"26136",22.7,109.9
"26155",32.3,105.5
"26230",24.1,108.5
"26233",24.4,102.8
"26242",31.9,106.7
"26254",43.3,117.5
"26276",22.4,109.3
"26370",22.3,112.8
"26382",33.5,114.9
"26411",32,119
"26418",37.5,118
"26419",30.2,106.3
"26507",39.4,116.2
"26511",40.4,119.2
"26532",36.5,117
"26616",43,123.1
"26667",29.2,113.1
"26687",25.8,118.6
"26689",25.2,118.5
"26697",30.3,114.3
"26718",29.1,118.8
"26770",38.7,114.1
"26866",24.5,111.3
"26884",23.3,107.6
"26902",40.3,122.1
"26904",22.4,113.6
"26909",32.8,120.6
"26913",28.7,104.1
"26943",45.2,124.8
"26958",23.6,113.2
"26962",38.7,116.5
"26980",24.6,102.6
"26984",24.5,108.7
"27001",34.8,110
"27006",35.5,115.5
"27023",42.3,119
"27051",41.8,86.2
"27077",38.1,114.2
"27083",34.8,112
"27085",34.8,111.4
"27102",32.4,118.4
"27104",25.5,118.3
"27125",27.9,109.6
"27167",43.3,124.3
"27181",30.6,117.5
"27197",29.3,117.8
"27243",32.3,111.7
"27257",27.6,117.9
"27258",24.9,116.6
"27265",40.6,80.6
"27273",44.4,129.5
"27280",33,112.1
"27288",30.1,119.9
"27292",27.9,113
"27324",32.2,120.5
"27337",34.5,108.2
"27356",30.9,120.3
"27377",39.8,116.7
"27389",31.2,118.6
"27390",37.5,115.2
"27402",39.9,114.5
"27435",37.1,115.7
"27473",36.9,114.4
"27539",33.8,120.2
"27541",25.4,118.3
"27551",25.5,118.5
"27552",24.7,116.7
"27556",35.7,114.8
"27576",22.8,110.5
"27585",33,118.8
"27620",32.1,115.1
"27621",37.1,113.4
"27697",34.4,107.9
"27701",31,103.8
"27758",39.6,117.4
"27827",0,0.5
"27868",38,115.1
"27880",44.6,129.4
"27882",35.8,117.6
"27905",26,119.6
"27909",31.6,105.1
"27931",37.9,113.5
"28013",31.3,107.5
"28036",27.7,107
"28070",1.2,0.8
"28082",43,123.5
"28148",37.2,114
"28160",40.4,116.3
"28177",39.5,117
"28190",40.6,120.5
"28191",38.8,115.1
"28252",38.8,77.7
"28281",47.2,127.1
"28288",33.4,118.5
"28298",31.2,103.9
"28301",38,114.9
"28334",38.6,114.7
"28337",50.4,124.1
"28349",21.7,108.4
"28410",28.1,106.8
"28416",42,126.6
"28434",40.4,114.1
"28435",36.7,115.7
"28451",41.1,122
"28465",39.6,118.5
"28471",30.1,120.9
"28473",6,80.5
"28548",21,109.1
"28554",35.6,117
"28656",23.1,115.4
"28666",32.9,103.7
"28706",23.3,112.9
"28754",26.7,105.8
"28764",22.8,113.4
"28765",39.1,121.8
"28808",26.8,118.2
"28829",24.2,110.5
"28850",36.3,119.9
"28852",36.9,115.8
"28880",37,117.8
"28924",22.4,113.5
"28944",28.2,119.7
"28951",24.3,105.8
"28953",24.2,116.1
"28966",22.9,109.4
"28981",39,117
"28999",34.5,112.1
"29012",35.7,115
"29021",39.4,114.2
"29040",33.4,119.7
"29059",34.6,109.1
"29078",27.9,116.8
"29086",27.7,111.4
"29096",24.6,115.1
"29100",34.7,114
"29113",1.3,0.8
"29138",33.4,115.6
"29141",32.6,116.6
"29156",28.1,112.1
"29167",25.1,113.4
"29181",31.9,119.4
"29219",28.4,112.3
"29239",22.9,115.8
"29241",34.8,113.2
"29246",33,117.5
"29256",31.4,116.7
"29265",36.5,114.1
"29277",38.1,106.3
"29283",29.5,104.7
"29312",31.4,106
"29316",21.7,109.2
"29328",29.6,114.7
"29334",22.8,115.4
"29344",21.5,109.2
"29357",33.7,105.6
"29453",32.1,118.2
"29456",39.9,111.7
"29467",44,87.2
"29468",24.8,113.3
"29474",24.9,116.3
"29508",36.6,120.7
"29512",21.3,110.5
"29524",36.4,120.3
"29525",22.3,106.9
"29559",0.8,1.2
"29581",22.6,111.5
"29596",30,122.2
"29624",35.9,117.2
"29657",35.5,116.8
"29670",26.2,109.2
"29687",24.7,118.3
"29752",53.6,-1.8
"29787",29,109.8
"29855",29.4,111.1
"29884",33.3,103.9
"29897",35.2,118.2
"29908",40.3,116.5
"29949",29.7,104
"29963",33.8,119.2
"29964",30.6,110.3
"30000",31.8,117
"30011",33.7,115.7
"30077",32.1,104.8
"30091",28.9,115.5
"30155",23.2,113.9
"30160",35.7,111.2
"30165",35.6,112.9
"30185",34.9,118.3
"30206",28.9,117.6
"30227",31.6,122
"30244",31,113.9
"30268",29.3,104.7
"30271",36.3,114.6
"30307",-0.4,0.4
"30333",26.6,109.7
"30359",34.4,108.5
"30386",42.4,128.1
"30392",39.8,114.3
"30395",18.8,109.5
"30513",24.5,114.9
"30515",18.7,110.3
"30535",30.4,104.2
"30547",23,112.6
"30597",25.4,113
"30616",22.3,112.4
"30646",22,113.2
"30669",1.2,1.1
"30682",22.5,113
"30700",31.6,118.4
"30717",42,86.4
"30750",37.4,112.5
"30773",42.7,112.7
"30794",29.9,102.2
"30907",30,104.9
"30978",30,122.3
"31003",35.9,118.1
"31004",25.5,116.7
"31048",30.3,107.1
"31054",24.7,99.9
"31065",38.2,117.7
"31089",30.9,120.9
"31110",33.6,113.4
"31118",27.7,112.6
"31151",30.9,120.8
"31159",1.4,0.6
"31160",34.3,118.7
"31168",31.7,106
"31181",32.9,114.8
"31189",38.1,114.3
"31197",23.6,114.7
"31198",30.2,103.5
"31271",40.9,120.2
"31275",29.9,120.5
"31277",26.1,119.6
"31283",37,116.5
"31290",33.7,113.7
"31298",23.4,115.8
"31328",22.6,109.3
"31330",32.8,116.8
"31439",36.6,113.6
"31447",41.8,84.3
"31482",39.7,115.8
"31520",27.8,121.1
